id,sales
0,12.991175594881186
1,15.648934169951145
2,16.292453198428106
3,16.953847584073934
4,18.50400604126347
5,20.434657512693025
6,21.21853202397796
7,12.943526664501185
8,15.507144402227173
9,16.068340313621725
10,16.66147320954098
11,18.1591749188132
12,20.054383260271283
13,20.82048491259256
14,12.545479087785337
15,15.12642949978036
16,15.72133857119454
17,16.363140821761757
18,17.92262629751245
19,19.890538346452857
20,20.73778995445917
21,12.54970734063308
22,15.220565948332892
23,15.905550340474115
24,16.634832496152832
25,18.276576978769764
26,20.31911501565384
27,21.231229622483326
28,13.096458632460143
29,15.807679217053499
30,16.519104187380808
31,17.260383713472187
32,18.899620451543655
33,20.925540027868493
34,21.807759306539975
35,13.631059968625836
36,16.289932005986472
37,16.940518751223188
38,17.614658688035256
39,19.182833863930547
40,21.13626885589534
41,21.947124829946432
42,13.702698384661634
43,16.29989193214658
44,16.89708931422478
45,17.528133841965047
46,19.065220338534978
47,21.00094665986179
48,21.808470483237265
49,13.575681996205898
50,16.199659851377234
51,16.8385443538955
52,17.525524991231393
53,19.131753467368558
54,21.14842697347161
55,22.046986444776067
56,13.913339130777835
57,16.642371315389745
58,17.389883447814842
59,18.18664296266279
60,19.90136404874859
61,22.022857181045122
62,23.02029128781897
63,14.977476096312762
64,17.787428853959177
65,18.604356235637084
66,19.457745494254862
67,21.21537315377962
68,23.365473384439483
69,24.37700855774262
70,16.333949458588453
71,19.129829589818613
72,19.919704912136726
73,20.7342138834287
74,22.442547149704428
75,24.534570292875234
76,25.48104357120552
77,17.367847694652387
78,20.09048171639285
79,20.805966059007968
80,21.546847196184974
81,23.1841149312525
82,25.209277153214632
83,26.09453732668551
84,17.926984886249535
85,20.603065522778138
86,21.280465040373407
87,21.992103703483085
88,23.60905214430625
89,25.622613571306648
90,19.93231241526468
91,23.018119859127307
92,22.61387328727173
93,25.159132812117228
94,27.60899077980989
95,29.01467036603787
96,29.730357633252073
97,19.761573615174946
98,22.75664411823039
99,22.272802385844077
100,24.751222830635317
101,27.14823154039149
102,28.515898583838826
103,29.208873389114533
104,19.23276918840989
105,22.235653438204547
106,21.77417840254516
107,24.28864900016195
108,26.734272408114013
109,28.16179316279896
110,28.92437371218288
111,19.026025098352786
112,22.113143404244934
113,21.740684950889573
114,24.347276247551648
115,26.886502218594718
116,28.40757562950447
117,29.262247013956504
118,19.453259305905988
119,22.62590251751987
120,22.334201337541213
121,25.01603171623393
122,27.624410189315423
123,29.208159241987318
124,30.11880852333457
125,20.359036733180933
126,23.574210223777214
127,23.318551951090733
128,26.030237633925967
129,28.66266367064765
130,30.26509089173245
131,31.18952469267041
132,21.43913703775931
133,24.65978696298244
134,24.406173700200117
135,27.11691965903777
136,29.745828078298878
137,31.34251956758263
138,32.259308107769996
139,22.49962191127518
140,25.709525575616606
141,25.44387736441532
142,28.141418484099606
143,30.75603873785701
144,32.33742230155444
145,33.237933688457225
146,23.46104879460857
147,26.652886960809536
148,26.36837741687837
149,29.046356553592524
150,31.64084004001635
151,33.20167323831596
152,34.08141976990666
153,24.28379299739851
154,27.455186319224683
155,27.150835691171835
156,29.80991095324651
157,32.38678019028504
158,33.93165085839715
159,34.79744786832444
160,24.988233773218695
161,28.15072737058123
162,27.8404545614532
163,30.496828474615693
164,33.074403498502285
165,34.62350733827333
166,35.49711163287933
167,25.69924656871059
168,28.876516027144948
169,28.584247265317806
170,31.261572220089768
171,33.862685083097645
172,35.43748019300389
173,36.33843063563013
174,26.56901277641825
175,29.77523299053071
176,29.511790267412128
177,32.21717141786488
178,34.84492314214787
179,36.44430460207978
180,16.794199487921624
181,20.2676761608326
182,20.15512467883189
183,21.58286365316803
184,23.00802405018771
185,25.58874079891395
186,26.13430353396883
187,16.709741306700195
188,20.250393945258978
189,20.210542435115112
190,21.715050022009024
191,23.21940578985145
192,25.879971797468446
193,26.504192809831967
194,17.155241604295778
195,20.76665066009405
196,20.791000765639225
197,22.3516164976178
198,23.902658716808208
199,26.59941374252276
200,27.24853704464411
201,17.912723496088148
202,21.525354337736463
203,21.53919103383759
204,23.0780659198768
205,24.596960039190286
206,27.252268373103515
207,27.85201111842381
208,18.46046411397078
209,22.012759836768183
210,21.963530583523912
211,23.438545301156445
212,24.894732100329318
213,27.490388321001138
214,28.035338443280978
215,18.59551451288889
216,22.107511950154386
217,22.02719364591443
218,23.481294898596378
219,24.927422089028788
220,27.524247573474337
221,28.08166143391441
222,18.665354826319607
223,22.21138759516272
224,22.1748125933128
225,23.681308550931053
226,25.187213457271014
227,27.84975981160843
228,28.477271102604107
229,19.133792861877264
230,22.753709493402845
231,22.79041782474899
232,24.368007748563947
233,25.941340506827235
234,28.666324666798626
235,29.350147984254804
236,20.055937512618748
237,23.71739837686728
238,23.787501601292487
239,25.390171042926845
240,26.980359913015555
241,29.714317111830663
242,30.399801986330253
243,21.100720505811005
244,24.75173411144717
245,24.80691263816957
246,26.39138251005967
247,27.96136194357438
248,30.674384699627137
249,31.33947233134942
250,22.021729241923147
251,25.65691306736077
252,25.700052944658946
253,27.27706789630134
254,28.844777932670965
255,31.561110093073033
256,32.235259846117394
257,22.932282417784627
258,26.58766659307816
259,26.65596335858407
260,28.26242121012914
261,29.86302012029736
262,32.614705600979576
263,33.32558234405672
264,24.059540948969325
265,27.75086913640207
266,27.852918618021274
267,29.4897782363061
268,31.116344184206852
269,33.88858761742876
270,15.962982503791533
271,18.695242563480264
272,19.14813955721605
273,20.55533099001389
274,22.0234980954156
275,22.536943425897533
276,24.04558419510457
277,15.269370874606654
278,17.971401813139465
279,18.417503525788867
280,19.84137574732917
281,21.349021407309912
282,21.92337942531362
283,23.512372594319075
284,14.833398253798034
285,17.646530236358647
286,18.21419903644686
287,19.76644626108702
288,21.405470240153804
289,22.110377263602505
290,23.82534723083549
291,15.264237980229995
292,18.18389349470823
293,18.84391988490713
294,20.472022488412065
295,22.168618643597775
296,22.91163875310319
297,24.6447230869453
298,16.08183781060109
299,18.98057522347486
300,19.60190247372415
301,21.175453013446766
302,22.80407680988323
303,23.468563871687827
304,25.11575091130363
305,16.463037357812688
306,19.27157871040892
307,19.805924691242453
308,21.299199749182968
309,22.857545216225446
310,23.46474086493249
311,25.07021868935036
312,16.393497849319502
313,19.197311141407887
314,19.74719240753487
315,21.27662390924032
316,22.891463929018496
317,23.574572763511444
318,25.273849793833786
319,16.706709887859937
320,19.633268286107928
321,20.3160016808466
322,21.984982374886517
323,23.742403264110365
324,24.56730898771353
325,26.403742890178837
326,17.96533487586889
327,21.008596093008844
328,21.79268499349807
329,23.544738634581954
330,25.364484174600634
331,26.229043423625523
332,28.081137988553724
333,19.63371842724688
334,22.64328216695493
335,23.36964406889625
336,25.041253375242015
337,26.75977239764277
338,27.50483073883443
339,29.22216401251725
340,20.62816235584853
341,23.483095766920915
342,24.05078275869668
343,25.563798932119603
344,27.12794386804602
345,27.726883257549897
346,29.31017836253409
347,20.597731136460848
348,23.35291489830361
349,23.842159654908105
350,25.30009095006534
351,26.833942524223836
352,27.428161145758466
353,29.032416666549764
354,20.36604608671625
355,23.191201461467728
356,23.772470174334146
357,25.34206539300339
358,27.00430547092877
359,27.74029872333332
360,11.744414533284836
361,13.853082869393866
362,13.832501760815878
363,14.712783229504833
364,15.67538278634601
365,16.798251404554176
366,17.85653954999749
367,11.578273604128986
368,13.707625902417774
369,13.715557334089716
370,14.631158622771425
371,15.634611847279597
372,16.802394969131047
373,17.90804438243829
374,11.677893848325805
375,13.854408953547606
376,13.906893911110435
377,14.862894715440454
378,15.901218190786992
379,17.097187827280845
380,18.223449753971178
381,12.005745802190544
382,14.186271689408489
383,14.234396366391715
384,15.178066122041535
385,16.196812936452456
386,17.366988299450455
387,18.462536527747954
388,12.210725557485034
389,14.355454574097008
390,14.367916121294934
391,15.277938100595481
392,16.266927131311927
393,17.41303656938955
394,18.491875336206256
395,12.23217762496057
396,14.379054844678777
397,14.404609287618332
398,15.339236564064295
399,16.364539644206253
400,17.558478869155085
401,18.69607480628413
402,12.505084375853407
403,14.729271591421291
404,14.839052003078097
405,15.862837121186669
406,16.980000545386098
407,18.266088728344336
408,19.493591540204424
409,13.387691124104832
410,15.68960827769768
411,15.867323232948776
412,16.94699485057459
413,18.105997715721106
414,19.41819791488228
415,20.654780663995567
416,14.540046495094805
417,16.81479372038509
418,16.94706284320121
419,17.963566080069047
420,19.042721005829172
421,20.259909021339613
422,21.388272131835986
423,15.154465453524413
424,17.301984251283905
425,17.301842605419537
426,18.18392860570727
427,19.129957075663715
428,20.218642719096856
429,21.226409508593285
430,14.8830561392846
431,16.934998761070204
432,16.855870434454232
433,17.6778044250793
434,18.584324362896982
435,19.65546592938125
436,20.668447361774927
437,14.353309721651426
438,16.45614888880144
439,16.449719074004335
440,17.364734905601487
441,18.38279464790342
442,19.581548352091687
443,20.735426995610297
444,14.571351988289594
445,16.83204514577439
446,16.98671682412428
447,18.062456990924648
448,19.23724939530148
449,20.58523019380161
450,11.256243003880492
451,12.878587226135695
452,13.378485961367982
453,14.53049368766608
454,15.176981235226107
455,16.390448710059836
456,17.37773492002994
457,11.21279192720174
458,12.78438805775156
459,13.233198533655331
460,14.335450281380648
461,14.935166527174086
462,16.106441385477666
463,17.057611435399558
464,10.86399386344031
465,12.415555449524081
466,12.85397247161606
467,13.95624893447467
468,14.566939497203878
469,15.760407962644885
470,16.744988850844624
471,10.595722016066984
472,12.202024804692993
473,12.704761880316187
474,13.879879997166364
475,14.57065379684952
476,15.849973020839546
477,16.924538028702692
478,10.86763280145166
479,12.566839017861168
480,13.161150313125038
481,14.424652901974635
482,15.19881748843548
483,16.554831678147252
484,17.69783861352402
485,11.699749880624228
486,13.446995214150185
487,14.077667147322945
488,15.365225952035074
489,16.15080910423841
490,17.505573972932623
491,18.634939121465248
492,12.611392134317825
493,14.322226562496862
494,14.906666403160127
495,16.13954392462799
496,16.863575723971532
497,18.15166653815848
498,19.211107169879746
499,13.116335538691905
500,14.756624644589891
501,15.273157119149664
502,16.442653466461113
503,17.109600170379732
504,18.348508441106368
505,19.368071144009747
506,13.243888000524787
507,14.866123795499432
508,15.376560055581471
509,16.552207910903572
510,17.23752872985742
511,18.50669350519253
512,19.567748525155718
513,13.495357195736418
514,15.178482315719672
515,15.75746863853226
516,17.007692621680928
517,17.77182498247679
518,19.12213593401507
519,20.264709426717552
520,14.272234982512655
521,16.03174010713037
522,16.681721797380874
523,17.99584276159514
524,18.815236758152032
525,20.21085181411479
526,21.387696669292687
527,15.417658210155555
528,17.187252237076777
529,17.83476563601928
530,19.13395533580639
531,19.92634843301032
532,21.28357243747764
533,22.411581383159923
534,16.383446164144736
535,18.087072214321626
536,18.662303533951963
537,19.884579507616483
538,20.597190059986886
539,21.8735593361578
540,9.909575548403222
541,11.702255635250447
542,12.449082362221427
543,12.95364960595587
544,13.516241411027035
545,14.571168952232288
546,15.878292569638806
547,9.675867241553556
548,11.507130500301633
549,12.300676664152439
550,12.859067890833495
551,13.481327525832427
552,14.600320146185453
553,15.974321768871267
554,9.839917089421617
555,11.738641166628401
556,12.597407794837165
557,13.217173442214476
558,13.895480653420124
559,15.063883839980805
560,16.479559589595056
561,10.378237200119626
562,12.300865903544569
563,13.174060307749672
564,13.798772475653715
565,14.472834348699445
566,15.628373517379787
567,17.023404816542737
568,10.894734052972376
569,12.784591168806006
570,13.621035417570866
571,14.206582200385744
572,14.840696639727485
573,15.95715836599302
